year;age;sex;maritl;race;education;jobclass;health;health_ins;logwage;wage
2004;62;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.54;94.07
2004;40;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.48;87.98
2004;44;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.81;123.09
2007;56;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2008;51;Male;Married;Black; Some College; Industrial;Muy Buena o Excelente; No;4.34;76.89
2005;41;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.46;86.7
2005;52;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.18;176.99
2008;27;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.61;100.76
2004;52;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;4.74;114.48
2005;51;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; No;4.21;67.18
2009;51;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.38;79.85
2005;28;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.51;90.48
2007;49;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.06;57.97
2007;61;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.74;114.48
2006;39;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.6;99.69
2005;23;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.49;89.49
2007;53;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.02;151.81
2004;55;Male;Never Married;Asian; Some College; Information;Muy Buena o Excelente; Yes;4.48;87.98
2005;48;Male;Never Married;Black; HS Grad; Information;Muy Buena o Excelente; Yes;4.48;87.98
2007;50;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.65;104.92
2009;31;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2007;53;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.86;128.68
2008;49;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;5.04;154.69
2003;49;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.88;130.98
2004;43;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.79;120.59
2007;20;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2008;46;Male;Divorced;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.7;110.17
2005;48;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.03;152.22
2005;19;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.26;70.48
2004;56;Male;Divorced;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.45;85.38
2003;44;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.62;101.82
2009;23;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.45;85.38
2005;42;Male;Never Married;White; College Grad; Information;Regular o Mala; Yes;4.62;101.82
2008;32;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.78;118.88
2003;32;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.3;73.78
2003;43;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.3;73.78
2008;57;Male;Never Married;Black; College Grad; Industrial;Muy Buena o Excelente; Yes;4.93;138.61
2008;26;Male;Married;Black; Some College; Information;Regular o Mala; Yes;4.7;109.83
2009;67;Male;Divorced;White; Some College; Information;Regular o Mala; Yes;5.02;151.59
2004;31;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.18;176.99
2006;49;Male;Divorced;White; Some College; Information;Muy Buena o Excelente; Yes;4.64;103.9
2005;29;Male;Never Married;White; College Grad; Industrial;Regular o Mala; Yes;4.86;128.68
2008;41;Male;Married;White; Some College; Industrial;Regular o Mala; No;4.69;108.87
2006;35;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.48;87.98
2009;39;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.56;95.23
2004;33;Male;Separated;Black; Some College; Information;Muy Buena o Excelente; Yes;4.59;98.6
2009;53;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.95;141.78
2009;43;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.81;123.09
2004;36;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.55;94.65
2003;58;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.65;104.92
2004;45;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.81;123.09
2005;34;Male;Never Married;Black; HS Grad; Industrial;Muy Buena o Excelente; No;4.55;94.6
2007;30;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.85;127.12
2008;21;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;3.38;29.38
2003;39;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.86;129.45
2006;28;Male;Never Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2008;54;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.6;99.69
2007;24;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.51;90.48
2005;57;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.26;70.82
2003;48;Male;Separated;Black; HS Grad; Information;Muy Buena o Excelente; No;4.56;95.23
2004;31;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.7;109.83
2006;47;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.2;182.02
2004;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;5.08;160.64
2004;30;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.26;70.48
2003;41;Male;Never Married;White; College Grad; Information;Regular o Mala; Yes;4.88;130.98
2008;26;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.66;105.93
2009;32;Male;Never Married;Asian; Some College; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2009;39;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.58;97.47
2004;42;Male;Married;Black; Some College; Information;Regular o Mala; Yes;4.72;111.72
2005;24;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.15;172.22
2006;44;Male;Divorced;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.86;129.45
2006;30;Male;Never Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2006;58;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.9;134.71
2008;33;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.54;94.07
2008;56;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.54;94.07
2005;28;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.57;96.93
2009;22;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;3.48;32.37
2004;37;Male;Divorced;White; Some College; Industrial;Regular o Mala; Yes;4.44;84.45
2006;18;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2004;37;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; No;4.44;84.72
2007;43;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;5.12;167.71
2008;49;Male;Married;Black; HS Grad; Information;Muy Buena o Excelente; Yes;4.54;94.07
2005;36;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.9;134.71
2007;47;Male;Married;Black; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.4;81.28
2003;52;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.9;134.71
2009;34;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.74;114.48
2004;62;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.88;130.98
2007;44;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.65;104.92
2005;48;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;5.03;152.22
2007;51;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.83;124.72
2009;35;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;500;148.41
2003;42;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.49;89.24
2005;34;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2003;50;Male;Married;Asian; College Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2006;50;Male;Divorced;White; College Grad; Information;Regular o Mala; Yes;5.03;153.46
2004;55;Male;Married;White; College Grad; Information;Regular o Mala; No;3.85;46.76
2009;56;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.86;129.45
2005;50;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.88;130.98
2009;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.54;94.07
2005;30;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.6;99.69
2005;34;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.86;128.68
2007;50;Male;Divorced;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.3;73.78
2004;51;Male;Married;White; College Grad; Information;Regular o Mala; No;4.71;110.78
2003;53;Male;Married;Black; Some College; Information;Muy Buena o Excelente; No;4.6;99.69
2004;40;Male;Never Married;Black; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.52;91.7
2006;34;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.41;82.68
2006;36;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2005;44;Male;Married;White; Some College; Information;Regular o Mala; Yes;500;148.41
2008;54;Male;Married;Asian; HS Grad; Industrial;Muy Buena o Excelente; No;4.56;95.23
2008;36;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;5.1;163.52
2008;33;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.74;114.48
2004;44;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.63;102.87
2005;80;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.48;87.98
2005;45;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.48;87.98
2008;58;Male;Divorced;White; College Grad; Information;Muy Buena o Excelente; Yes;4.26;70.48
2004;51;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.62;101.82
2007;33;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.48;87.98
2006;28;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.65;104.92
2004;37;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.12
2006;56;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.6;99.69
2009;59;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.15;171.77
2004;56;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.32;75.04
2003;34;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.28;72.15
2004;37;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;3.54;34.61
2009;36;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2008;45;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.18;176.99
2006;36;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.94;140.4
2008;23;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; No;3.3;27.14
2003;56;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.85;127.12
2005;33;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.74;114.48
2009;48;Male;Married;Asian;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.12
2008;28;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.41;82.68
2008;37;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.62;101.82
2006;56;Male;Married;White; HS Grad; Information;Regular o Mala; No;4.46;86.7
2005;22;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.15;63.19
2007;60;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.74;114.93
2009;30;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.4;81.28
2003;50;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.62;101.82
2003;38;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.62;101.82
2009;55;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.64;103.18
2006;26;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.73;113.57
2006;39;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;500;148.41
2003;42;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2007;71;Male;Married;Black; College Grad; Information;Regular o Mala; Yes;4.66;105.69
2008;33;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.86;128.68
2004;49;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;3.95;51.75
2005;45;Male;Married;White; Some College; Industrial;Regular o Mala; No;4.4;81.28
2004;41;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.06;158.29
2005;59;Male;Divorced;White;  < HS Grad; Industrial;Regular o Mala; Yes;3.99;54.12
2004;33;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2009;47;Male;Never Married;Other;  < HS Grad; Industrial;Regular o Mala; No;4.27;71.69
2006;34;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.98;145.14
2007;23;Male;Married;Black; Some College; Information;Muy Buena o Excelente; No;4.54;94.07
2009;32;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.9
2009;30;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.63;102.87
2006;54;Male;Married;Black; HS Grad; Information;Regular o Mala; No;4.49;89.49
2009;46;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.65;104.92
2005;52;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.92;137.59
2008;50;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;5.18;176.99
2007;57;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.58;97.49
2005;46;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.61;100.76
2005;30;Male;Never Married;White; Some College; Information;Regular o Mala; No;4.4;81.28
2006;32;Male;Never Married;White; Some College; Industrial;Regular o Mala; No;4.04;56.91
2008;53;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.66;105.93
2005;48;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;4.93;138.3
2003;31;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.69;108.87
2003;50;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.34;76.89
2004;41;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2008;47;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2004;37;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.32;75.36
2004;24;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.31;74.57
2004;53;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;4.4;81.28
2004;39;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; No;4.56;95.23
2007;47;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.98;145.14
2006;36;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.94;140.4
2006;34;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;500;148.41
2004;45;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.6;99.69
2003;60;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.08;59.1
2006;43;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; Yes;4.78;118.88
2009;20;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.16;64.35
2008;27;Male;Never Married;White; College Grad; Industrial;Regular o Mala; Yes;4.89;133.23
2004;35;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.08;59.1
2008;50;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.65;104.92
2009;56;Male;Married;Other; HS Grad; Industrial;Regular o Mala; No;4.1;60.15
2008;19;Male;Never Married;White; Some College; Industrial;Regular o Mala; No;3.43;30.92
2006;35;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.7;109.83
2005;23;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2003;45;Male;Widoed;Other; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2004;54;Male;Divorced;White;  < HS Grad; Information;Regular o Mala; No;4.18;65.11
2008;43;Male;Never Married;White; HS Grad; Information;Regular o Mala; Yes;4.48;87.98
2008;42;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.18;176.99
2005;51;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.24;189.24
2007;49;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.38;79.85
2006;48;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.71;111.19
